iter	MultiClass
184	0.08675792101
185	0.0859956719
186	0.08537708049
187	0.08465410148
188	0.08417236717
189	0.08376070136
190	0.0831515823
191	0.08252255924
192	0.08166693821
193	0.08107835599
194	0.080341748
195	0.07998698294
196	0.07942002264
197	0.07897324286
198	0.07825480041
199	0.07772850814
200	0.07711915882
201	0.07658805578
202	0.07595144273
203	0.07547805679
204	0.07495831555
205	0.07433341763
206	0.07393217225
207	0.07344969421
208	0.07298345337
209	0.07246635976
210	0.07196339096
211	0.07163340594
212	0.07095980929
213	0.07052542772
214	0.0699670741
215	0.06933052841
216	0.06898073634
217	0.06856115884
218	0.06816353824
219	0.06786510857
220	0.06741326005
221	0.06700659812
222	0.06653524585
223	0.06615538957
224	0.06583078229
225	0.06571860114
226	0.06538585353
227	0.06490426266
228	0.06440723098
229	0.06396928529
230	0.063556491
231	0.06319613152
232	0.0628984036
233	0.06261778923
234	0.0621891532
235	0.06186594621
236	0.06152389031
237	0.06117559483
238	0.06098541341
239	0.06060473766
240	0.06025265448
241	0.05998080907
242	0.05962894108
243	0.05934108965
244	0.0589634666
245	0.05859429661
246	0.05835171152
247	0.05819605081
248	0.05777491763
249	0.05748940847
250	0.05720969467
251	0.05691570212
252	0.05677195368
253	0.05640992131
254	0.05617789518
255	0.05593229954
256	0.05568618428
257	0.05539077102
258	0.05506160495
259	0.05459402871
260	0.0542647691
261	0.05397906748
262	0.05372194888
263	0.05343208148
264	0.05332675036
265	0.05301243964
266	0.05276072444
267	0.05252804224
268	0.05218686514
269	0.05198212204
270	0.05174049858
271	0.05146331218
272	0.05122902617
273	0.05096779565
274	0.05068185482
275	0.05033289194
276	0.05011846966
277	0.04992198351
278	0.04971372114
279	0.04944438273
280	0.04915481664
281	0.0489695817
282	0.04861171357
283	0.04843934288
284	0.04831625485
285	0.04806591662
286	0.04790353751
287	0.04771287244
288	0.04753347283
289	0.04731961044
290	0.04705311493
291	0.04676356368
292	0.04657123939
293	0.04637126104
294	0.04615671958
295	0.04605698205
296	0.04589070754
297	0.04568567247
298	0.04538196832
299	0.04517446359
300	0.04491387307
301	0.04476616457
302	0.04467066061
303	0.04454241206
304	0.0443520807
305	0.04411118316
306	0.04395028928
307	0.04383639051
308	0.04362264709
309	0.04341074364
310	0.04321783535
311	0.04303601354
312	0.04283852019
313	0.04263392478
314	0.04247359867
315	0.04219080158
316	0.04200485548
317	0.04184686964
318	0.04171957643
319	0.04156304624
320	0.04144800038
321	0.04126021523
322	0.04111199557
323	0.04095011694
324	0.04076964901
325	0.04055262448
326	0.04031068528
327	0.04019501974
328	0.04010270386
329	0.04001529409
330	0.03988851769
331	0.03969591595
332	0.03952739293
333	0.03929672651
334	0.03916276507
335	0.03894858349
336	0.0387607973
337	0.03864303432
338	0.03849448964
339	0.03829296572
340	0.03811541375
341	0.03794363945
342	0.03781008949
343	0.03764185147
344	0.03752088407
345	0.03737727821
346	0.03724595668
347	0.03712453851
348	0.03699568454
349	0.03684477384
350	0.03669876758
351	0.0365773238
352	0.03641871722
353	0.03619228552
354	0.0359901875
355	0.03583471238
356	0.03568882611
357	0.03555663395
358	0.03543199266
359	0.03527801756
360	0.03514117928
361	0.03497068641
362	0.0348241346
363	0.03470150265
364	0.03458839701
365	0.03447430922
366	0.03439042237
367	0.03428121694
368	0.03419728038
369	0.03405983502
370	0.03386889955
371	0.03378737524
372	0.03367263678
373	0.03352952818
374	0.03335072576
375	0.03317084758
376	0.03302778307
377	0.03291612149
378	0.03281742171
379	0.03269362822
380	0.03259898553
381	0.03252223282
382	0.03239339578
383	0.03224547389
384	0.03213756602
385	0.03202182991
386	0.03192464295
387	0.03181297253
388	0.03166198837
389	0.03153237441
390	0.03145697136
391	0.03137453864
392	0.03129009197
393	0.03121305718
394	0.03116148442
395	0.03108114601
396	0.03095283894
397	0.03085963682
398	0.03078205188
399	0.03067166766
400	0.03059497404
401	0.0304967733
402	0.0304027889
403	0.03030999661
404	0.03021530941
405	0.03009732279
406	0.03003346717
407	0.02994159785
408	0.02984972855
409	0.02976041446
410	0.02967300985
411	0.02960402403
412	0.02950647973
413	0.02942081926
414	0.02930932178
415	0.02928851975
416	0.02922959132
417	0.02912814449
418	0.02901721538
419	0.02889324205
420	0.02880462022
421	0.02873427116
422	0.02866183075
423	0.02862387066
424	0.02851533195
425	0.02839435066
426	0.02830789442
427	0.02820864468
428	0.0281027207
429	0.02796685906
430	0.02786403666
431	0.02775917572
432	0.02765772841
433	0.02759782105
434	0.02750171153
435	0.02742570984
436	0.02735956406
437	0.02730694839
438	0.02723637139
439	0.02713861605
440	0.02707200977
441	0.02696981871
442	0.02686654578
443	0.02679682847
444	0.02671131443
445	0.02660176756
446	0.02650564706
447	0.02643166825
448	0.02635704963
449	0.02628147985
450	0.02622857938
451	0.02616839383
452	0.02608234674
453	0.02602058412
454	0.02593292524
455	0.02586720101
456	0.02577579878
457	0.02573349421
458	0.02568371802
459	0.02559010461
460	0.02553299049
461	0.0254522455
462	0.02542814194
463	0.02534456157
464	0.02525487661
465	0.02518326033
466	0.02515289905
467	0.02509012014
468	0.0250334349
469	0.02495901809
470	0.02488085571
471	0.02482869577
472	0.02478708583
473	0.02475184104
474	0.0246824988
475	0.02460695469
476	0.02452828911
477	0.02447796502
478	0.02443644441
479	0.02435796057
480	0.02428228741
481	0.02423156097
482	0.02420196753
483	0.02412925302
484	0.02404184772
485	0.02397363366
486	0.02389967264
487	0.0238336616
488	0.0237684065
489	0.0237015688
490	0.02362769605
491	0.0235668942
492	0.02352660694
493	0.02345767892
494	0.02339097864
495	0.02335020749
496	0.02329497848
497	0.02324761059
498	0.02317987833
499	0.02312745955
