imputation,synthesis,model,fold_id,balanced_accuracy,accuracy,f1_weighted
mice,adasyn,Stacking,5,0.3494318181818182,0.38095238095238093,0.37199115247895737
mice,adasyn,RF,6,0.34041730712926366,0.3492063492063492,0.35714824000737944
mice,adasyn,CatBoost,6,0.3724301438296004,0.38095238095238093,0.38151444745151997
mice,adasyn,Stacking,6,0.36716348265261306,0.38095238095238093,0.3858630253188077
mice,adasyn,RF,7,0.3320819805194805,0.3492063492063492,0.33633599159153643
mice,adasyn,CatBoost,7,0.3365462662337662,0.35714285714285715,0.3496519075466444
mice,adasyn,Stacking,7,0.3136160714285714,0.373015873015873,0.3283307708839624
mice,adasyn,RF,8,0.380154580222515,0.38095238095238093,0.37526904244327647
mice,adasyn,CatBoost,8,0.4062431379007466,0.40476190476190477,0.4080888853641028
mice,adasyn,Stacking,8,0.36503280083443124,0.38095238095238093,0.382458153371329
mice,adasyn,RF,9,0.382913961038961,0.38095238095238093,0.3710527654311063
mice,adasyn,CatBoost,9,0.4276582792207792,0.40476190476190477,0.4007306880918934
mice,adasyn,Stacking,9,0.4178165584415584,0.4444444444444444,0.43847418961218104
mice,smote,RF,0,0.3978839573268921,0.40476190476190477,0.398554974874244
mice,smote,CatBoost,0,0.3248506349729176,0.3412698412698413,0.3385164160264259
mice,smote,Stacking,0,0.34859235470648514,0.38095238095238093,0.36901973705566177
mice,smote,RF,1,0.35521509740259744,0.3492063492063492,0.3542818347716552
mice,smote,CatBoost,1,0.30377435064935066,0.30952380952380953,0.32089811134645446
mice,smote,Stacking,1,0.29728084415584416,0.30952380952380953,0.31807464493926146
mice,smote,RF,2,0.37959074440052704,0.40476190476190477,0.3990763946904298
mice,smote,CatBoost,2,0.35735754281949933,0.38095238095238093,0.38310047682771947
mice,smote,Stacking,2,0.39000169265114915,0.42857142857142855,0.4173365365265227
mice,smote,RF,3,0.3339082792207792,0.35714285714285715,0.3481034548959077
mice,smote,CatBoost,3,0.3288352272727273,0.3492063492063492,0.3422336450822208
mice,smote,Stacking,3,0.3715503246753247,0.3968253968253968,0.38298761212202453
mice,smote,RF,4,0.4067372090469917,0.4126984126984127,0.4145927289610993
mice,smote,CatBoost,4,0.38016372968818624,0.3888888888888889,0.39315289498049394
mice,smote,Stacking,4,0.3623817431561997,0.38095238095238093,0.3775907726555782
mice,smote,RF,5,0.3136160714285714,0.3253968253968254,0.3237423591540518
mice,smote,CatBoost,5,0.3143262987012987,0.3333333333333333,0.33759001964984897
mice,smote,Stacking,5,0.25953733766233766,0.2777777777777778,0.2728298819140725
mice,smote,RF,6,0.3080739459815547,0.30952380952380953,0.3094826756895722
mice,smote,CatBoost,6,0.34044361184306837,0.3412698412698413,0.34406947156310097
mice,smote,Stacking,6,0.35503700958864004,0.3888888888888889,0.37755102040816324
mice,smote,RF,7,0.32437094155844154,0.35714285714285715,0.3439150846158932
mice,smote,CatBoost,7,0.3241680194805195,0.35714285714285715,0.34087812149341845
mice,smote,Stacking,7,0.3325892857142857,0.38095238095238093,0.3500831443688587
mice,smote,RF,8,0.34776204069682326,0.3412698412698413,0.34938076590934913
mice,smote,CatBoost,8,0.37662974857268333,0.36507936507936506,0.37015647541455154
mice,smote,Stacking,8,0.37778143756404625,0.38095238095238093,0.3852865034507841
mice,smote,RF,9,0.39133522727272724,0.3888888888888889,0.38664953247153017
mice,smote,CatBoost,9,0.41456980519480524,0.42063492063492064,0.41286915015653497
mice,smote,Stacking,9,0.43648538961038963,0.4603174603174603,0.45244458654548525
knn,ctgan,RF,0,0.3468539562289562,0.40476190476190477,0.36556844960206303
knn,ctgan,CatBoost,0,0.3556191443419704,0.40476190476190477,0.37143069788301797
knn,ctgan,Stacking,0,0.34766940235690236,0.3888888888888889,0.3543363379029843
knn,ctgan,RF,1,0.31290584415584416,0.3492063492063492,0.3140835373188315
knn,ctgan,CatBoost,1,0.30174512987012986,0.3333333333333333,0.3220916256385363
knn,ctgan,Stacking,1,0.29575892857142855,0.3412698412698413,0.3005554116665227
knn,ctgan,RF,2,0.2892111788171571,0.3333333333333333,0.3029237670542019
knn,ctgan,CatBoost,2,0.31661497218562434,0.373015873015873,0.34315388860294704
knn,ctgan,Stacking,2,0.2863965744400527,0.3333333333333333,0.270490705439685
knn,ctgan,RF,3,0.2877435064935065,0.3412698412698413,0.28803966703380585
knn,ctgan,CatBoost,3,0.31554383116883117,0.36507936507936506,0.3283706842302684
knn,ctgan,Stacking,3,0.2792207792207792,0.3412698412698413,0.2446298576329536
knn,ctgan,RF,4,0.2928766835016835,0.3412698412698413,0.2982973110584575
knn,ctgan,CatBoost,4,0.2942708333333333,0.3333333333333333,0.30694316436251917
knn,ctgan,Stacking,4,0.2707544191919192,0.3333333333333333,0.2697913273836667
knn,ctgan,RF,5,0.2585227272727273,0.30158730158730157,0.2806168092572509
knn,ctgan,CatBoost,5,0.34750405844155846,0.38095238095238093,0.36111043816926175
knn,ctgan,Stacking,5,0.32751623376623373,0.373015873015873,0.33918240555280327
knn,ctgan,RF,6,0.32791684965598006,0.373015873015873,0.34631030345316066
knn,ctgan,CatBoost,6,0.31277677133655396,0.3333333333333333,0.3226423387831155
knn,ctgan,Stacking,6,0.24900613929146537,0.2857142857142857,0.25799476689095646
knn,ctgan,RF,7,0.3503449675324675,0.3888888888888889,0.36962949667123896
knn,ctgan,CatBoost,7,0.3259943181818182,0.35714285714285715,0.3334593096497858
knn,ctgan,Stacking,7,0.3515625,0.3888888888888889,0.35153753061637527
knn,ctgan,RF,8,0.36535989423217685,0.38095238095238093,0.3787112709309505
knn,ctgan,CatBoost,8,0.3552531657151222,0.373015873015873,0.3701447245564892
knn,ctgan,Stacking,8,0.31134259259259256,0.373015873015873,0.3020066252168395
knn,ctgan,RF,9,0.3354301948051948,0.38095238095238093,0.3536184979591003
knn,ctgan,CatBoost,9,0.3684050324675325,0.3968253968253968,0.3891602861590857
knn,ctgan,Stacking,9,0.31026785714285715,0.3492063492063492,0.31387583580019457
knn,tvae,RF,0,0.30437756185038795,0.36507936507936506,0.3134362719446753
knn,tvae,CatBoost,0,0.2967286085492607,0.35714285714285715,0.30926517512525714
knn,tvae,Stacking,0,0.2521306818181818,0.3492063492063492,0.19630614811337702
knn,tvae,RF,1,0.307325487012987,0.38095238095238093,0.31453929850042683
knn,tvae,CatBoost,1,0.24726055194805194,0.30952380952380953,0.25720447840263505
knn,tvae,Stacking,1,0.2521306818181818,0.3492063492063492,0.19369970210306345
knn,tvae,RF,2,0.3043249524227785,0.38095238095238093,0.30718642496758
knn,tvae,CatBoost,2,0.29793290696823305,0.35714285714285715,0.31529202774637954
knn,tvae,Stacking,2,0.23863636363636365,0.3333333333333333,0.17777777777777776
knn,tvae,RF,3,0.3132102272727273,0.3968253968253968,0.309498468938164
knn,tvae,CatBoost,3,0.31290584415584416,0.373015873015873,0.32420159305807655
knn,tvae,Stacking,3,0.26785714285714285,0.36507936507936506,0.21254724111866968
knn,tvae,RF,4,0.2892729377104377,0.3492063492063492,0.29046129400665377
knn,tvae,CatBoost,4,0.2928766835016835,0.3412698412698413,0.29712204855552643
knn,tvae,Stacking,4,0.29277146464646464,0.373015873015873,0.2720140652806713
knn,tvae,RF,5,0.25375405844155846,0.3333333333333333,0.23124253586987606
knn,tvae,CatBoost,5,0.29504870129870125,0.36507936507936506,0.30455897118383
knn,tvae,Stacking,5,0.24076704545454544,0.3333333333333333,0.1906136687803956
knn,tvae,RF,6,0.27643623737373735,0.3412698412698413,0.2832115562274292
knn,tvae,CatBoost,6,0.2828282828282828,0.3412698412698413,0.3012326050322746
knn,tvae,Stacking,6,0.22727272727272727,0.31746031746031744,0.17244757985498724
knn,tvae,RF,7,0.3007305194805195,0.373015873015873,0.3014439972749672
knn,tvae,CatBoost,7,0.3101663961038961,0.373015873015873,0.31646215104861725
knn,tvae,Stacking,7,0.25,0.3492063492063492,0.18291761148904007
knn,tvae,RF,8,0.33018820450885666,0.3888888888888889,0.3452724388995042
knn,tvae,CatBoost,8,0.33261395659493487,0.373015873015873,0.34811954811954815
knn,tvae,Stacking,8,0.2685185185185185,0.36507936507936506,0.21247426173534548
knn,tvae,RF,9,0.2765827922077922,0.3333333333333333,0.2876136028837372
knn,tvae,CatBoost,9,0.28084415584415584,0.3253968253968254,0.29829928737650024
knn,tvae,Stacking,9,0.23366477272727273,0.31746031746031744,0.19913934917366627
knn,adasyn,RF,0,0.3053828593910115,0.3412698412698413,0.31930669887659135
knn,adasyn,CatBoost,0,0.2838072756551017,0.3253968253968254,0.3009946217980302
knn,adasyn,Stacking,0,0.27755247218562434,0.3333333333333333,0.28806855570000156
knn,adasyn,RF,1,0.35004058441558444,0.373015873015873,0.3702011812476929
knn,adasyn,CatBoost,1,0.3083400974025974,0.31746031746031744,0.3321280453781118
knn,adasyn,Stacking,1,0.28956980519480524,0.31746031746031744,0.30838611081772177
knn,adasyn,RF,2,0.33089843178158396,0.38095238095238093,0.35714712705345025
knn,adasyn,CatBoost,2,0.3653953484116528,0.40476190476190477,0.389972701527438
knn,adasyn,Stacking,2,0.2705348320158103,0.3412698412698413,0.25653807057747946
knn,adasyn,RF,3,0.3209212662337662,0.38095238095238093,0.3373938722775932
knn,adasyn,CatBoost,3,0.3025568181818182,0.3492063492063492,0.3212556048469361
knn,adasyn,Stacking,3,0.29788961038961037,0.373015873015873,0.2726538568643832
knn,adasyn,RF,4,0.3142098063973064,0.35714285714285715,0.31929224891927216
knn,adasyn,CatBoost,4,0.27788299663299665,0.31746031746031744,0.2847196538537496
knn,adasyn,Stacking,4,0.28285458754208753,0.35714285714285715,0.25405664575751213
knn,adasyn,RF,5,0.2979910714285714,0.3412698412698413,0.31759850319172356
knn,adasyn,CatBoost,5,0.24198457792207792,0.2857142857142857,0.25412152376922026
knn,adasyn,Stacking,5,0.25923295454545453,0.3333333333333333,0.2508223113386042
knn,adasyn,RF,6,0.3553583845703411,0.36507936507936506,0.35558166008147146
knn,adasyn,CatBoost,6,0.3095824641340945,0.3253968253968254,0.3225507043606952
knn,adasyn,Stacking,6,0.34463521080368903,0.3968253968253968,0.36414974855652826
knn,adasyn,RF,7,0.3440543831168831,0.36507936507936506,0.36148087685765584
knn,adasyn,CatBoost,7,0.32305194805194803,0.3412698412698413,0.33848036569125
knn,adasyn,Stacking,7,0.30631087662337664,0.3412698412698413,0.3233893233893234
knn,adasyn,RF,8,0.3130546863563168,0.3333333333333333,0.3302968676234171
knn,adasyn,CatBoost,8,0.30346490264968523,0.31746031746031744,0.3098048177837764
knn,adasyn,Stacking,8,0.3022468800322061,0.36507936507936506,0.3108541575680829
knn,adasyn,RF,9,0.4049310064935065,0.42063492063492064,0.41501974942283026
knn,adasyn,CatBoost,9,0.3424310064935065,0.36507936507936506,0.36102810745725206
knn,adasyn,Stacking,9,0.31645698051948057,0.36507936507936506,0.336889767014788
knn,smote,RF,0,0.34039100241545894,0.35714285714285715,0.3497021748106732
knn,smote,CatBoost,0,0.3024538866930171,0.31746031746031744,0.3151116704669197
knn,smote,Stacking,0,0.294182769726248,0.3253968253968254,0.3140704655270878
knn,smote,RF,1,0.351663961038961,0.36507936507936506,0.37628384687208216
knn,smote,CatBoost,1,0.2936282467532467,0.30952380952380953,0.3163516119079099
knn,smote,Stacking,1,0.273336038961039,0.30158730158730157,0.29955232246124963
knn,smote,RF,2,0.4071260613380179,0.42857142857142855,0.43077727022521684
knn,smote,CatBoost,2,0.3434572170985214,0.36507936507936506,0.3743196010939919
knn,smote,Stacking,2,0.3193941223832528,0.3492063492063492,0.3443455407075656
knn,smote,RF,3,0.34232954545454547,0.36507936507936506,0.35198249129116227
knn,smote,CatBoost,3,0.37743506493506496,0.3968253968253968,0.38984130336223677
knn,smote,Stacking,3,0.328023538961039,0.35714285714285715,0.33663108942173525
knn,smote,RF,4,0.3371177810715854,0.3492063492063492,0.3464852607709751
knn,smote,CatBoost,4,0.31393189137754357,0.3333333333333333,0.32711380848635746
knn,smote,Stacking,4,0.33452848228663445,0.36507936507936506,0.352150247704509
knn,smote,RF,5,0.330661525974026,0.3412698412698413,0.33631126775334813
knn,smote,CatBoost,5,0.2990056818181818,0.31746031746031744,0.3152477152477152
knn,smote,Stacking,5,0.3241680194805195,0.35714285714285715,0.33859159135711636
knn,smote,RF,6,0.3373339371980676,0.35714285714285715,0.35293364654149684
knn,smote,CatBoost,6,0.3176991838676621,0.3492063492063492,0.34640981354536343
knn,smote,Stacking,6,0.3290102108036891,0.38095238095238093,0.34478954003159035
knn,smote,RF,7,0.32873376623376627,0.3412698412698413,0.33716235032024505
knn,smote,CatBoost,7,0.3503449675324675,0.373015873015873,0.36706935876530256
knn,smote,Stacking,7,0.2973823051948052,0.3333333333333333,0.31684676720996335
knn,smote,RF,8,0.31020462779973645,0.30952380952380953,0.3106360462690672
knn,smote,CatBoost,8,0.355244016249451,0.3412698412698413,0.34023338939305325
knn,smote,Stacking,8,0.3181051914068218,0.3253968253968254,0.32649939175178144
knn,smote,RF,9,0.38585633116883117,0.40476190476190477,0.38058374255168065
knn,smote,CatBoost,9,0.31676136363636365,0.3253968253968254,0.317271449642659
knn,smote,Stacking,9,0.3500405844155844,0.38095238095238093,0.36648837297522857
softimpute,ctgan,RF,0,0.32521089518372126,0.3492063492063492,0.3177902326960008
softimpute,ctgan,CatBoost,0,0.36254872090469914,0.3888888888888889,0.36555280110835664
softimpute,ctgan,Stacking,0,0.31592533121065725,0.30158730158730157,0.2343317946792041
softimpute,ctgan,RF,1,0.3166599025974026,0.373015873015873,0.3362426919135592
softimpute,ctgan,CatBoost,1,0.3278206168831168,0.36507936507936506,0.35684532305471345
softimpute,ctgan,Stacking,1,0.26400162337662336,0.2698412698412698,0.22514783691254278
softimpute,ctgan,RF,2,0.32455899575464797,0.36507936507936506,0.34540451768843855
softimpute,ctgan,CatBoost,2,0.2840760412091934,0.31746031746031744,0.3013000701855191
softimpute,ctgan,Stacking,2,0.2685036506368028,0.2857142857142857,0.26582144931659496
softimpute,ctgan,RF,3,0.3046875,0.35714285714285715,0.32607459139512307
softimpute,ctgan,CatBoost,3,0.29129464285714285,0.3412698412698413,0.3006509539842873
softimpute,ctgan,Stacking,3,0.2962662337662338,0.35714285714285715,0.2759934909215485
softimpute,ctgan,RF,4,0.3221858530961792,0.36507936507936506,0.33918672207293854
softimpute,ctgan,CatBoost,4,0.3506475534328795,0.3888888888888889,0.36849741339537256
softimpute,ctgan,Stacking,4,0.2970065235690236,0.35714285714285715,0.3054772044319083
softimpute,ctgan,RF,5,0.330661525974026,0.373015873015873,0.3513390703296656
softimpute,ctgan,CatBoost,5,0.3314732142857143,0.36507936507936506,0.35365751238767107
softimpute,ctgan,Stacking,5,0.31209415584415584,0.3888888888888889,0.3195092010034045
softimpute,ctgan,RF,6,0.32444462743375785,0.36507936507936506,0.3366719705438438
softimpute,ctgan,CatBoost,6,0.3248277613087396,0.35714285714285715,0.3341070180692822
softimpute,ctgan,Stacking,6,0.254199604743083,0.3333333333333333,0.20455170183523325
softimpute,ctgan,RF,7,0.3257913961038961,0.35714285714285715,0.3438763798470881
softimpute,ctgan,CatBoost,7,0.28277191558441556,0.30952380952380953,0.30114490240540664
softimpute,ctgan,Stacking,7,0.3117897727272727,0.36507936507936506,0.33022552218028917
softimpute,ctgan,RF,8,0.38041533999414434,0.42063492063492064,0.4032083576648794
softimpute,ctgan,CatBoost,8,0.3774863672961499,0.3968253968253968,0.3936647410286866
softimpute,ctgan,Stacking,8,0.3040699110671937,0.36507936507936506,0.2743230177762552
softimpute,ctgan,RF,9,0.34547483766233766,0.38095238095238093,0.3614521425922983
softimpute,ctgan,CatBoost,9,0.31493506493506496,0.3412698412698413,0.32509835183494534
softimpute,ctgan,Stacking,9,0.31392045454545453,0.3253968253968254,0.30317963911385215
softimpute,tvae,RF,0,0.32696759259259256,0.3888888888888889,0.33014147688060735
softimpute,tvae,CatBoost,0,0.3438986788171571,0.3888888888888889,0.3660804925172741
softimpute,tvae,Stacking,0,0.29555976430976433,0.38095238095238093,0.28120494285907816
softimpute,tvae,RF,1,0.3060064935064935,0.35714285714285715,0.3267734029638792
softimpute,tvae,CatBoost,1,0.296773538961039,0.3333333333333333,0.3205858561748286
softimpute,tvae,Stacking,1,0.2727272727272727,0.3412698412698413,0.2642956597843816
softimpute,tvae,RF,2,0.3320764254867516,0.3888888888888889,0.35668398121789024
softimpute,tvae,CatBoost,2,0.3375329380764163,0.38095238095238093,0.3617567122127774
softimpute,tvae,Stacking,2,0.33822601010101017,0.4126984126984127,0.3475746102845767
softimpute,tvae,RF,3,0.3692167207792208,0.4365079365079365,0.3663210431093643
softimpute,tvae,CatBoost,3,0.3034699675324675,0.3492063492063492,0.306207252548716
softimpute,tvae,Stacking,3,0.3214285714285714,0.40476190476190477,0.2871776865674654
softimpute,tvae,RF,4,0.2779356060606061,0.3253968253968254,0.2862368720097858
softimpute,tvae,CatBoost,4,0.34690656565656564,0.3888888888888889,0.3540390666403931
softimpute,tvae,Stacking,4,0.26083754208754206,0.31746031746031744,0.25856251859880425
softimpute,tvae,RF,5,0.30509334415584416,0.38095238095238093,0.3030059473898025
softimpute,tvae,CatBoost,5,0.28804788961038963,0.3492063492063492,0.29065816423320373
softimpute,tvae,Stacking,5,0.24289772727272727,0.3333333333333333,0.2055799258906917
softimpute,tvae,RF,6,0.29640151515151514,0.35714285714285715,0.30041300870421195
softimpute,tvae,CatBoost,6,0.28148674242424243,0.3333333333333333,0.2883736939797419
softimpute,tvae,Stacking,6,0.2514993686868687,0.3333333333333333,0.21938767653053368
softimpute,tvae,RF,7,0.30610795454545453,0.373015873015873,0.31916800282279195
softimpute,tvae,CatBoost,7,0.2976866883116883,0.35714285714285715,0.32092944387618355
softimpute,tvae,Stacking,7,0.2720170454545454,0.36507936507936506,0.23876767355028222
softimpute,tvae,RF,8,0.3690253989167033,0.4126984126984127,0.39008783236797023
softimpute,tvae,CatBoost,8,0.3721087688478993,0.40476190476190477,0.3913673994400399
softimpute,tvae,Stacking,8,0.2585227272727273,0.3492063492063492,0.22539682539682537
softimpute,tvae,RF,9,0.35176542207792205,0.3968253968253968,0.36808501178249076
softimpute,tvae,CatBoost,9,0.3224431818181818,0.36507936507936506,0.3445580898771397
softimpute,tvae,Stacking,9,0.29667207792207795,0.3888888888888889,0.278114325899136
softimpute,adasyn,RF,0,0.39534726796955055,0.40476190476190477,0.39945061765338263
softimpute,adasyn,CatBoost,0,0.3652752616747182,0.38095238095238093,0.37412828285656224
softimpute,adasyn,Stacking,0,0.3519799443712487,0.3888888888888889,0.37194628666836693
softimpute,adasyn,RF,1,0.36404220779220775,0.373015873015873,0.3826833366631905
softimpute,adasyn,CatBoost,1,0.375101461038961,0.3888888888888889,0.3961432989728366
softimpute,adasyn,Stacking,1,0.3366477272727273,0.373015873015873,0.36350609117599414
softimpute,adasyn,RF,2,0.4156396391450739,0.42063492063492064,0.42421142076314494
softimpute,adasyn,CatBoost,2,0.36956293002488655,0.373015873015873,0.3756618253537702
softimpute,adasyn,Stacking,2,0.3295042819499341,0.36507936507936506,0.3560729171257655
softimpute,adasyn,RF,3,0.3169642857142857,0.36507936507936506,0.3265038498121205
softimpute,adasyn,CatBoost,3,0.33086444805194803,0.373015873015873,0.32225762145476683
softimpute,adasyn,Stacking,3,0.3293425324675325,0.38095238095238093,0.3479628549355952
softimpute,adasyn,RF,4,0.3340607158541941,0.3492063492063492,0.3488480905119547
softimpute,adasyn,CatBoost,4,0.35828735726833555,0.36507936507936506,0.3546232079423576
softimpute,adasyn,Stacking,4,0.3350488581466842,0.36507936507936506,0.34943021192120494
softimpute,adasyn,RF,5,0.3382711038961039,0.38095238095238093,0.36089605017587423
softimpute,adasyn,CatBoost,5,0.3550121753246753,0.3968253968253968,0.3795968661023749
softimpute,adasyn,Stacking,5,0.27648133116883117,0.3492063492063492,0.26398109068814607
softimpute,adasyn,RF,6,0.3242982359830186,0.3253968253968254,0.31317551541689476
softimpute,adasyn,CatBoost,6,0.3252863782755087,0.3412698412698413,0.32952387304128
softimpute,adasyn,Stacking,6,0.32837889767237594,0.36507936507936506,0.3394880174291939
softimpute,adasyn,RF,7,0.28439529220779225,0.29365079365079366,0.28885324280752084
softimpute,adasyn,CatBoost,7,0.24949269480519481,0.2698412698412698,0.2610630885604032
softimpute,adasyn,Stacking,7,0.27364042207792205,0.31746031746031744,0.29095592437910495
softimpute,adasyn,RF,8,0.372894479212414,0.3888888888888889,0.3855253121130928
softimpute,adasyn,CatBoost,8,0.32807467793880835,0.3492063492063492,0.34351092666380895
softimpute,adasyn,Stacking,8,0.2948987154150198,0.36507936507936506,0.28455628455628457
softimpute,adasyn,RF,9,0.3860592532467533,0.3888888888888889,0.3845760234706849
softimpute,adasyn,CatBoost,9,0.35440340909090906,0.35714285714285715,0.35307892931904855
softimpute,adasyn,Stacking,9,0.3276176948051948,0.35714285714285715,0.34581774226165163
softimpute,smote,RF,0,0.35153848265261306,0.36507936507936506,0.36335457259827003
softimpute,smote,CatBoost,0,0.3388070011711316,0.3492063492063492,0.3423990462877234
softimpute,smote,Stacking,0,0.3629021190162494,0.38095238095238093,0.3740739979882919
softimpute,smote,RF,1,0.3434456168831169,0.373015873015873,0.374497782485649
softimpute,smote,CatBoost,1,0.3448660714285714,0.36507936507936506,0.3666014876159804
