imputation,synthesis,model,fold_id,balanced_accuracy,accuracy,f1_weighted
softimpute,smote,Stacking,1,0.2858157467532467,0.3333333333333333,0.31094990578605275
softimpute,smote,RF,2,0.33607702935148587,0.3492063492063492,0.3537088235967788
softimpute,smote,CatBoost,2,0.36284036012296883,0.36507936507936506,0.3686648470687439
softimpute,smote,Stacking,2,0.3194993412384717,0.3412698412698413,0.3409845388106258
softimpute,smote,RF,3,0.3145292207792208,0.3333333333333333,0.3182383023466998
softimpute,smote,CatBoost,3,0.3042816558441559,0.3253968253968254,0.30364748049757534
softimpute,smote,Stacking,3,0.30560064935064934,0.3412698412698413,0.3139948401906489
softimpute,smote,RF,4,0.34479303908651737,0.3492063492063492,0.3449844709235139
softimpute,smote,CatBoost,4,0.35309961023276243,0.36507936507936506,0.35692543778439856
softimpute,smote,Stacking,4,0.3493060130288391,0.38095238095238093,0.3610732531115264
softimpute,smote,RF,5,0.34476461038961037,0.36507936507936506,0.3560973661179564
softimpute,smote,CatBoost,5,0.35176542207792205,0.36507936507936506,0.3598854893540884
softimpute,smote,Stacking,5,0.341213474025974,0.36507936507936506,0.35403782470383166
softimpute,smote,RF,6,0.3401748462889767,0.3492063492063492,0.3506583300364798
softimpute,smote,CatBoost,6,0.32504391743522176,0.3412698412698413,0.33995898875958847
softimpute,smote,Stacking,6,0.3385119309032352,0.36507936507936506,0.35794330005764746
softimpute,smote,RF,7,0.3206168831168831,0.3333333333333333,0.32715165455637324
softimpute,smote,CatBoost,7,0.3003246753246753,0.31746031746031744,0.31222721531999886
softimpute,smote,Stacking,7,0.2903814935064935,0.3253968253968254,0.3046911697482701
softimpute,smote,RF,8,0.3246516340945689,0.31746031746031744,0.31818098887064405
softimpute,smote,CatBoost,8,0.382743879007466,0.36507936507936506,0.3566350531466811
softimpute,smote,Stacking,8,0.37397869089445174,0.36507936507936506,0.3573227941648994
softimpute,smote,RF,9,0.34283685064935066,0.3492063492063492,0.33461688036002124
softimpute,smote,CatBoost,9,0.3424310064935065,0.35714285714285715,0.3428037881819394
softimpute,smote,Stacking,9,0.3608969155844156,0.3888888888888889,0.3698098825217469
gain,ctgan,RF,0,0.36045006221636655,0.40476190476190477,0.3827600650076922
gain,ctgan,CatBoost,0,0.408493906455863,0.4523809523809524,0.4321982653701782
gain,ctgan,Stacking,0,0.39616843251354117,0.4365079365079365,0.3969134821577897
gain,ctgan,RF,1,0.39874188311688313,0.4365079365079365,0.42032340738852775
gain,ctgan,CatBoost,1,0.4144683441558441,0.4523809523809524,0.4339101722560369
gain,ctgan,Stacking,1,0.16741071428571427,0.19047619047619047,0.17697152935248173
gain,ctgan,RF,2,0.3768115942028985,0.42857142857142855,0.4000218731560421
gain,ctgan,CatBoost,2,0.3792373462889767,0.4126984126984127,0.3938514377110868
gain,ctgan,Stacking,2,0.3856385412091934,0.4444444444444444,0.40955747955747956
gain,ctgan,RF,3,0.38971185064935066,0.42857142857142855,0.3976357309690643
gain,ctgan,CatBoost,3,0.37479707792207795,0.40476190476190477,0.38819134201397204
gain,ctgan,Stacking,3,0.4169034090909091,0.4444444444444444,0.38607363853304494
gain,ctgan,RF,4,0.3634316443419704,0.4126984126984127,0.3778421873551
gain,ctgan,CatBoost,4,0.38361307824623037,0.4126984126984127,0.3900651299946502
gain,ctgan,Stacking,4,0.2908249158249158,0.3412698412698413,0.2491496598639456
gain,ctgan,RF,5,0.3686079545454546,0.40476190476190477,0.39201881162735175
gain,ctgan,CatBoost,5,0.37976866883116883,0.40476190476190477,0.40199147350276043
gain,ctgan,Stacking,5,0.4224837662337662,0.42857142857142855,0.4256633098179273
gain,ctgan,RF,6,0.31210199824330265,0.3412698412698413,0.33136902527954726
gain,ctgan,CatBoost,6,0.34454714719660373,0.36507936507936506,0.36132801942325754
gain,ctgan,Stacking,6,0.36994835126628606,0.40476190476190477,0.38626253594807053
gain,ctgan,RF,7,0.3189935064935065,0.38095238095238093,0.3332492529342923
gain,ctgan,CatBoost,7,0.38585633116883117,0.42857142857142855,0.4095576677473229
gain,ctgan,Stacking,7,0.25294237012987014,0.2857142857142857,0.26185651565590773
gain,ctgan,RF,8,0.412693511198946,0.4365079365079365,0.42855686617154504
gain,ctgan,CatBoost,8,0.3916554585712194,0.40476190476190477,0.3894273216001907
gain,ctgan,Stacking,8,0.4718585309617918,0.5,0.4935670171519228
gain,ctgan,RF,9,0.3762175324675325,0.3968253968253968,0.3932484691497974
gain,ctgan,CatBoost,9,0.3559253246753247,0.373015873015873,0.3713031638236513
gain,ctgan,Stacking,9,0.36566558441558444,0.40476190476190477,0.3715580970674611
gain,tvae,RF,0,0.38561223649538867,0.4523809523809524,0.4039254810659888
gain,tvae,CatBoost,0,0.35526231518079343,0.40476190476190477,0.37858386310398695
gain,tvae,Stacking,0,0.3378600314741619,0.40476190476190477,0.32755374422041084
gain,tvae,RF,1,0.34527191558441556,0.4126984126984127,0.36428752184409424
gain,tvae,CatBoost,1,0.39935064935064934,0.4365079365079365,0.423614886351103
gain,tvae,Stacking,1,0.32721185064935066,0.3968253968253968,0.3282305428646892
gain,tvae,RF,2,0.3099976211389255,0.35714285714285715,0.3202346408830275
gain,tvae,CatBoost,2,0.41447079490557753,0.4444444444444444,0.4314960002094505
gain,tvae,Stacking,2,0.29448355841018886,0.35714285714285715,0.27818909485576154
gain,tvae,RF,3,0.2980925324675325,0.3492063492063492,0.2967070266261641
gain,tvae,CatBoost,3,0.3737824675324675,0.40476190476190477,0.377068479363661
gain,tvae,Stacking,3,0.3070211038961039,0.36507936507936506,0.29680036106699104
gain,tvae,RF,4,0.33335963804713803,0.3888888888888889,0.342522014258266
gain,tvae,CatBoost,4,0.4181099948762992,0.4603174603174603,0.4374004302575731
gain,tvae,Stacking,4,0.35258838383838387,0.42063492063492064,0.34234275602323383
gain,tvae,RF,5,0.34902597402597396,0.4126984126984127,0.3723575460073568
gain,tvae,CatBoost,5,0.3758116883116883,0.42857142857142855,0.39999154123657144
gain,tvae,Stacking,5,0.3117897727272727,0.3888888888888889,0.2910529577196244
gain,tvae,RF,6,0.3774337578685405,0.4126984126984127,0.395400227377054
gain,tvae,CatBoost,6,0.41271981591275064,0.42857142857142855,0.42659540006478786
gain,tvae,Stacking,6,0.33687188918167177,0.3888888888888889,0.3255980315011775
gain,tvae,RF,7,0.31422483766233766,0.3888888888888889,0.3184782060972537
gain,tvae,CatBoost,7,0.34232954545454547,0.4126984126984127,0.3570845850210929
gain,tvae,Stacking,7,0.296976461038961,0.38095238095238093,0.27816508461669753
gain,tvae,RF,8,0.3720824641340945,0.4126984126984127,0.39043717845561166
gain,tvae,CatBoost,8,0.4121148074952423,0.42857142857142855,0.40441780441780445
gain,tvae,Stacking,8,0.31562682989313423,0.38095238095238093,0.31230484530977143
gain,tvae,RF,9,0.3690137987012987,0.42063492063492064,0.3918180282680959
gain,tvae,CatBoost,9,0.4226866883116883,0.4444444444444444,0.44451730512993726
gain,tvae,Stacking,9,0.3924512987012987,0.4444444444444444,0.41954211941810127
gain,adasyn,RF,0,0.4256182751427317,0.4523809523809524,0.44838177695320547
gain,adasyn,CatBoost,0,0.42605058739569607,0.4444444444444444,0.4422115230902663
gain,adasyn,Stacking,0,0.3874650032938076,0.42857142857142855,0.4117406109469602
gain,adasyn,RF,1,0.40675730519480524,0.4444444444444444,0.4365268152032858
gain,adasyn,CatBoost,1,0.44632711038961037,0.47619047619047616,0.47147810261017803
gain,adasyn,Stacking,1,0.3612012987012987,0.42063492063492064,0.3858181713958217
gain,adasyn,RF,2,0.44713209998536085,0.4523809523809524,0.4555134096293571
gain,adasyn,CatBoost,2,0.4814391652027522,0.48412698412698413,0.4885199922037298
gain,adasyn,Stacking,2,0.4338367826818914,0.4603174603174603,0.4556407883396463
gain,adasyn,RF,3,0.33289366883116883,0.373015873015873,0.3468308500988239
gain,adasyn,CatBoost,3,0.3804788961038961,0.42063492063492064,0.3950785679663973
gain,adasyn,Stacking,3,0.35247564935064934,0.3968253968253968,0.3450813332533763
gain,adasyn,RF,4,0.40257305848338454,0.4523809523809524,0.4110651529327147
gain,adasyn,CatBoost,4,0.42190359208022254,0.4444444444444444,0.43473815159592105
gain,adasyn,Stacking,4,0.34476673437271266,0.38095238095238093,0.33459261500953813
gain,adasyn,RF,5,0.40269886363636365,0.4365079365079365,0.4241754256442139
gain,adasyn,CatBoost,5,0.43435470779220775,0.4603174603174603,0.45100239020326127
gain,adasyn,Stacking,5,0.39793019480519476,0.4444444444444444,0.40919885014373203
gain,adasyn,RF,6,0.3584737776313863,0.373015873015873,0.37046200840015275
gain,adasyn,CatBoost,6,0.4055649337578685,0.42857142857142855,0.4210646446698525
gain,adasyn,Stacking,6,0.3956480566534914,0.4126984126984127,0.4083572324286208
gain,adasyn,RF,7,0.3325892857142857,0.373015873015873,0.34756449570846615
gain,adasyn,CatBoost,7,0.32903814935064934,0.35714285714285715,0.34236775169838046
gain,adasyn,Stacking,7,0.330661525974026,0.3888888888888889,0.3478459198781436
gain,adasyn,RF,8,0.4514289178012004,0.47619047619047616,0.47395375522875616
gain,adasyn,CatBoost,8,0.48329193200117115,0.48412698412698413,0.47671925913222435
gain,adasyn,Stacking,8,0.4904205094422486,0.49206349206349204,0.48000515357658213
gain,adasyn,RF,9,0.46002435064935066,0.4365079365079365,0.4294168842787873
gain,adasyn,CatBoost,9,0.4762581168831169,0.46825396825396826,0.4696167543050155
gain,adasyn,Stacking,9,0.4434862012987013,0.4603174603174603,0.4623540526311994
gain,smote,RF,0,0.45377575574586443,0.48412698412698413,0.47155911238432385
gain,smote,CatBoost,0,0.45353329490557753,0.48412698412698413,0.47852950028373387
gain,smote,Stacking,0,0.4047792233933538,0.4444444444444444,0.43021899003577974
gain,smote,RF,1,0.47818587662337664,0.49206349206349204,0.4903392741112039
gain,smote,CatBoost,1,0.429586038961039,0.4523809523809524,0.4487276392038297
gain,smote,Stacking,1,0.41771509740259744,0.4523809523809524,0.43687981014483107
gain,smote,RF,2,0.3949904388083736,0.40476190476190477,0.4055981431234981
gain,smote,CatBoost,2,0.4731062893427024,0.47619047619047616,0.4782008884815621
gain,smote,Stacking,2,0.4716332253696384,0.48412698412698413,0.4820909602253954
gain,smote,RF,3,0.3606939935064935,0.373015873015873,0.3665351581995394
gain,smote,CatBoost,3,0.40401785714285715,0.42063492063492064,0.4070371480955264
gain,smote,Stacking,3,0.4004667207792208,0.42063492063492064,0.4096386084222308
gain,smote,RF,4,0.4301747090469917,0.4365079365079365,0.43518000021760106
gain,smote,CatBoost,4,0.44484702093397743,0.4603174603174603,0.45552913259154026
gain,smote,Stacking,4,0.44981861184306837,0.47619047619047616,0.4671142239052162
gain,smote,RF,5,0.4103084415584416,0.42857142857142855,0.4264076204805315
gain,smote,CatBoost,5,0.37256493506493504,0.3888888888888889,0.38151539575590737
gain,smote,Stacking,5,0.3825081168831168,0.4126984126984127,0.4017098026950244
gain,smote,RF,6,0.39796858988435074,0.40476190476190477,0.4033705496782918
gain,smote,CatBoost,6,0.40391917362026053,0.40476190476190477,0.4043640000283527
gain,smote,Stacking,6,0.4346224930464061,0.4444444444444444,0.4409296746138851
gain,smote,RF,7,0.35957792207792205,0.3888888888888889,0.3783256075291474
gain,smote,CatBoost,7,0.364650974025974,0.3888888888888889,0.37862151260429044
gain,smote,Stacking,7,0.3371550324675325,0.38095238095238093,0.3565620962993705
gain,smote,RF,8,0.4755057367149758,0.46825396825396826,0.4641875143057875
gain,smote,CatBoost,8,0.46151734738691264,0.4444444444444444,0.4349078205394337
gain,smote,Stacking,8,0.5008577624066755,0.5079365079365079,0.5023849458729793
gain,smote,RF,9,0.414163961038961,0.42063492063492064,0.41983577318262916
gain,smote,CatBoost,9,0.4474431818181818,0.4523809523809524,0.45005320841787
gain,smote,Stacking,9,0.44135551948051954,0.47619047619047616,0.46615434619047275
