lane,stage,target_variant,feature_variant,outlier_policy,imputation,synthesis,model,n_rows,n_success,n_folds,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,precision_macro_mean,precision_macro_std,recall_weighted_mean,recall_weighted_std,recall_macro_mean,recall_macro_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,ordinal_mae_mean,ordinal_mae_std,adjacent_error_rate_mean,adjacent_error_rate_std,distant_error_rate_mean,distant_error_rate_std,n_train_mean,n_train_std,n_features_mean,n_features_std,recall_class_0_mean,recall_class_0_std,recall_class_1_mean,recall_class_1_std,recall_class_2_mean,recall_class_2_std,recall_class_3_mean,recall_class_3_std
strict,final_5x2,severity_binary,drop_gt70_missing,none,pmm,none,stacking,10,10,10,0.6625068169962536,0.033053119543299966,0.6626984126984127,0.030908257792454798,0.6626802076656971,0.03181245351993838,0.6584394540039701,0.03269429899598462,0.670307094302957,0.03194347230851163,0.662067034815143,0.03166284534351086,0.6626984126984127,0.030908257792454798,0.6625068169962536,0.033053119543299966,0.7142554720391183,0.04112339726242979,0.7608057921406137,0.042646107498166476,0.6612089201877934,0.06301458599214502,0.6638047138047138,0.08449013245796845,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.6638047138047138,0.08449013245796845,0.6612089201877934,0.06301458599214502,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,mean,none,stacking,10,10,10,0.6610304334424053,0.04044357316053322,0.6634920634920635,0.034735762036338304,0.663573758667563,0.035366533652969226,0.6584285192351295,0.03776576349231141,0.6682239081728676,0.0397453070348224,0.6604409609991315,0.03888820217770865,0.6634920634920635,0.034735762036338304,0.6610304334424053,0.04044357316053322,0.7044252514714173,0.03772945476029796,0.7527307487101028,0.03670075425194394,0.6767410015649452,0.03627475977410936,0.6453198653198653,0.09318488249989897,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.6453198653198653,0.09318488249989897,0.6767410015649452,0.03627475977410936,,,,
strict,final_5x2,severity_binary,all,none,mean,none,stacking,10,10,10,0.6603234812917911,0.03833381130639588,0.6626984126984128,0.034543822373546564,0.6628046693054811,0.03476422531685915,0.6577546682370538,0.03634459645128688,0.6675875885525089,0.0378070745612165,0.6599053976318048,0.037248831667205856,0.6626984126984128,0.034543822373546564,0.6603234812917911,0.03833381130639588,0.70638606987981,0.0379707617730252,0.7508877765640471,0.035741087165820945,0.675293427230047,0.047327686572731675,0.6453535353535353,0.08554309972515971,,,,,,,126.0,0.0,55.0,0.0,0.6453535353535353,0.08554309972515971,0.675293427230047,0.047327686572731675,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,raw,none,catboost,10,10,10,0.6580132901787831,0.03476377207601462,0.6682539682539683,0.03125726029151731,0.6660405519584109,0.03297623779393892,0.6583387871557584,0.03484515422111811,0.6665789658546503,0.03317107199212952,0.6615317651133122,0.03330478442726191,0.6682539682539683,0.03125726029151731,0.6580132901787831,0.03476377207601462,0.7163380940337121,0.04368916270543429,0.7597673863059095,0.05028682069485875,0.7327269170579029,0.031052741383358718,0.5832996632996632,0.0703262686758928,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.5832996632996632,0.0703262686758928,0.7327269170579029,0.031052741383358718,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,gain,none,stacking,10,10,10,0.6574081780243752,0.03215253897215158,0.6587301587301587,0.027492869961410753,0.6593125214157772,0.028250729851563346,0.6545965897437973,0.030175476213377173,0.6640494162306847,0.03137274765873083,0.6559745774050898,0.030664024726603085,0.6587301587301587,0.027492869961410753,0.6574081780243752,0.03215253897215158,0.7139789325176649,0.035319595330612234,0.7554673192324544,0.03889475936896282,0.6655907668231612,0.030835672008054982,0.6492255892255893,0.0751777788202995,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.6492255892255893,0.0751777788202995,0.6655907668231612,0.030835672008054982,,,,
strict,final_5x2,severity_binary,all,none,raw,none,catboost,10,10,10,0.6528815739555176,0.03127148407238332,0.6619047619047619,0.028295750173800937,0.6602666957940313,0.029676419076592096,0.6529227211377407,0.031243085764369065,0.6608903305613344,0.02980266825740942,0.6553075051722523,0.029876053751609517,0.6619047619047619,0.028295750173800937,0.6528815739555176,0.03127148407238332,0.7193093888809852,0.039783417143706576,0.7602408927009869,0.04764553467135518,0.7187597809076682,0.03433345350120674,0.587003367003367,0.06622975408773982,,,,,,,126.0,0.0,55.0,0.0,0.587003367003367,0.06622975408773982,0.7187597809076682,0.03433345350120674,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,mice,none,catboost,10,10,10,0.6494801299378764,0.047348352030021836,0.6555555555555556,0.046307632776806475,0.6548069489473851,0.046179088635082056,0.648477302271439,0.047182164484376184,0.6573300540299333,0.046587776211762424,0.6508536000518909,0.047540013127621024,0.6555555555555556,0.046307632776806475,0.6494801299378764,0.047348352030021836,0.7031933708498654,0.04008230212317451,0.7595570195870918,0.03456632381493719,0.692057902973396,0.06447311078556954,0.6069023569023569,0.07995295928543793,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.6069023569023569,0.07995295928543793,0.692057902973396,0.06447311078556954,,,,
strict,final_5x2,severity_binary,all,none,mean,none,rf,10,10,10,0.6473608147199696,0.038511503553663375,0.6611111111111111,0.03450327796711774,0.6568545663707801,0.03653676312819717,0.6477007019038291,0.03902564133572798,0.6583084585750095,0.03633086787412522,0.6540311569622391,0.03703937598331273,0.6611111111111111,0.03450327796711774,0.6473608147199696,0.038511503553663375,0.7106460997560371,0.031913491773549525,0.7525861467750152,0.033106484468394703,0.7466744913928013,0.038232549269122736,0.548047138047138,0.07817686692859369,,,,,,,126.0,0.0,55.0,0.0,0.548047138047138,0.07817686692859369,0.7466744913928013,0.038232549269122736,,,,
strict,final_5x2,severity_binary,all,none,mean,none,catboost,10,10,10,0.6469870654905867,0.03833151392486449,0.6531746031746032,0.035305320625297884,0.652529525355062,0.03582742510689673,0.6460662161619645,0.037375480089553374,0.6544319375035179,0.03720741227861416,0.6477571925226505,0.037251936507238514,0.6531746031746032,0.035305320625297884,0.6469870654905867,0.03833151392486449,0.7018649194079554,0.042546275427022294,0.7498165689103686,0.03973765015540698,0.6907081377151799,0.044420824891264546,0.6032659932659933,0.07795225650782205,,,,,,,126.0,0.0,55.0,0.0,0.6032659932659933,0.07795225650782205,0.6907081377151799,0.044420824891264546,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,mean,none,catboost,10,10,10,0.6441826717883056,0.036590685999543605,0.65,0.03313749475158043,0.6496194317395761,0.0336424111280209,0.6432482244300045,0.03535103978942627,0.6513973928026199,0.035599943272043494,0.6445121612167104,0.0355898020222128,0.65,0.03313749475158043,0.6441826717883056,0.036590685999543605,0.6956796446467808,0.038200377435563024,0.7460469240589409,0.03862415819160313,0.6851330203442879,0.03783223393236007,0.6032323232323232,0.07523060682729008,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.6032323232323232,0.07523060682729008,0.6851330203442879,0.03783223393236007,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,pmm,none,rf,10,10,10,0.6430343339498269,0.03583911256900263,0.6555555555555556,0.033505058622195924,0.6522809373800736,0.034760870680814994,0.6435594202993663,0.03651473787356955,0.6528964073972914,0.035248037933757186,0.6481524595536938,0.03627059251895132,0.6555555555555556,0.033505058622195924,0.6430343339498269,0.03583911256900263,0.7153036164988433,0.03249112044985272,0.7655440144902338,0.03378357128089514,0.7341158059467918,0.038377602897512325,0.551952861952862,0.06455931781954981,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.551952861952862,0.06455931781954981,0.7341158059467918,0.038377602897512325,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,softimpute,none,rf,10,10,10,0.6427142315170484,0.033533129865053496,0.6547619047619048,0.027043714682884766,0.6500744453172799,0.030666959452028363,0.6413372864914411,0.034007561628881126,0.6544405143847263,0.03063481073060519,0.6494160887970069,0.030610136363363592,0.6547619047619048,0.027043714682884766,0.6427142315170484,0.033533129865053496,0.6860502191977152,0.029644026936861644,0.7444647099135213,0.030405837848904837,0.7314553990610329,0.059537074044205426,0.553973063973064,0.10443634803005082,,,,,,,126.0,0.0,47.4,0.5163977794943211,0.553973063973064,0.10443634803005082,0.7314553990610329,0.059537074044205426,,,,
strict,final_5x2,severity_binary,drop_gt70_missing,none,mice,tvae,catboost,10,10,10,0.6198485441267131,0.025513376289592812,0.6325396825396825,0.02874968886115799,0.6290708686914129,0.026407043277526025,0.6200199559336879,0.025705261919942872,0.6307418485424015,0.02922103863631304,0.6255906333403326,0.0312103698838522,0.6325396825396825,0.02874968886115799,0.6198485441267131,0.025513376289592812,0.6753765682384618,0.03144050651119008,0.7207161886055417,0.03182331237294497,0.7131651017214398,0.06016847867274267,0.5265319865319865,0.04368889237409144,,,,,,,252.0,0.0,47.4,0.5163977794943211,0.5265319865319865,0.04368889237409144,0.7131651017214398,0.06016847867274267,,,,
strict,final_5x2,mayo_4class,drop_gt70_missing,none,mice,none,stacking,10,10,10,0.3662382919516072,0.038321159823757465,0.3325396825396825,0.03949692037028808,0.30483580368180097,0.0532933157850099,0.32246192177992106,0.04443953109809054,0.3325114548185115,0.0695939340060554,0.32982156168556465,0.05725416157808962,0.3325396825396825,0.03949692037028808,0.3662382919516072,0.038321159823757465,,,,,,,,,0.9777777777777779,0.08048591267642927,0.42142857142857143,0.04855776686521001,0.24603174603174605,0.03646573743939213,126.0,0.0,47.1,0.31622776601683744,0.43596837944664035,0.1228168959265292,0.290625,0.09087011869818497,0.15,0.11697126706435629,0.5883597883597884,0.08868201199746441
strict,final_5x2,mayo_4class,all,none,mean,tvae,stacking,10,10,10,0.3659427315337641,0.026583902247186264,0.3238095238095238,0.024760548056714484,0.26839053894965076,0.02576239205378274,0.2963912593588572,0.023691261566252737,0.3703271024636752,0.14220670166807742,0.3530574313948228,0.10575629590497182,0.3238095238095238,0.024760548056714484,0.3659427315337641,0.026583902247186264,,,,,,,,,1.0031746031746032,0.06849757601135346,0.41587301587301584,0.03371329591973332,0.26031746031746034,0.03661895549840906,252.0,0.0,55.0,0.0,0.3952569169960474,0.13672436423270437,0.409375,0.12008568989128833,0.038636363636363635,0.04015866145666233,0.6205026455026454,0.10220616430570488
strict,final_5x2,mayo_4class,drop_gt70_missing,none,pmm,none,stacking,10,10,10,0.3621335965765314,0.03466350530228901,0.33095238095238094,0.026991906752771862,0.29953924327816844,0.033377812389755776,0.31388285319980713,0.03454626381371277,0.3386736223050341,0.04813812334118112,0.3273860281973809,0.04452301748888902,0.33095238095238094,0.026991906752771862,0.3621335965765314,0.03466350530228901,,,,,,,,,0.9658730158730158,0.06079477897839262,0.42857142857142855,0.0406409827929556,0.24047619047619045,0.030862937741989175,126.0,0.0,47.1,0.31622776601683744,0.3867588932806324,0.21895284972366444,0.31875,0.1356568383008309,0.14090909090909093,0.0793106201715297,0.6021164021164022,0.13242760172095366
strict,final_5x2,mayo_4class,all,none,mean,none,rf,10,10,10,0.3613848761946588,0.02909260889018018,0.39206349206349206,0.02056016849494756,0.3785167889062207,0.02595837215473147,0.35772900411474295,0.03153552218208115,0.3851245083857816,0.02731173042904479,0.3746630956271826,0.03113588094682516,0.39206349206349206,0.02056016849494756,0.3613848761946588,0.02909260889018018,,,,,,,,,0.8492063492063492,0.043950390809090314,0.396031746031746,0.03072657652536425,0.2119047619047619,0.02947094696642037,126.0,0.0,55.0,0.0,0.20434782608695654,0.1054644083093598,0.3125,0.08838834764831845,0.5613636363636364,0.0625172152599326,0.36732804232804234,0.11062020625324125
strict,final_5x2,mayo_4class,drop_gt70_missing,none,mean,none,stacking,10,10,10,0.3548152984294289,0.03811913569906825,0.326984126984127,0.03661895549840905,0.3014731031929392,0.043290294024153374,0.3146038213267142,0.03543432925267777,0.3417918965611992,0.05757623379055249,0.3342140647640597,0.04899444122898711,0.326984126984127,0.03661895549840905,0.3548152984294289,0.03811913569906825,,,,,,,,,0.996031746031746,0.0752225778207034,0.4095238095238095,0.04720573126602214,0.2634920634920635,0.04327641279720321,126.0,0.0,47.1,0.31622776601683744,0.4128458498023716,0.1664476733598295,0.2875,0.07626252174051303,0.175,0.14769813232404472,0.5439153439153439,0.17583119717376977
