lane,stage,fold,target_variant,feature_variant,outlier_policy,imputation,synthesis,model,config_key,status,error,n_train,n_test,n_features,balanced_accuracy,accuracy,f1_weighted,f1_macro,precision_weighted,precision_macro,recall_weighted,recall_macro,roc_auc,pr_auc,sensitivity,specificity,ordinal_mae,adjacent_error_rate,distant_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3
strict,selection,0,mayo_4class,all,none,mean,none,rf,mayo_4class|all|none|mean|none|rf,ok,,201,51,55,0.473970473970474,0.5098039215686274,0.5013122171945701,0.4727097902097902,0.4971988795518207,0.47564935064935066,0.5098039215686274,0.473970473970474,,,,,0.7647058823529411,0.2549019607843137,0.23529411764705882,0.2222222222222222,0.46153846153846156,0.6666666666666666,0.5454545454545454
strict,selection,0,mayo_4class,all,none,mean,none,rf_balanced,mayo_4class|all|none|mean|none|rf_balanced,ok,,201,51,55,0.4512432012432013,0.47058823529411764,0.4718331777155306,0.4509379509379509,0.47371889932443567,0.4511713776419659,0.47058823529411764,0.4512432012432013,,,,,0.803921568627451,0.29411764705882354,0.23529411764705882,0.3333333333333333,0.46153846153846156,0.5555555555555556,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,none,extra_trees,mayo_4class|all|none|mean|none|extra_trees,ok,,201,51,55,0.4023892773892774,0.43137254901960786,0.4314821580806235,0.39736024844720497,0.43647736346698285,0.3976038667215138,0.43137254901960786,0.4023892773892774,,,,,0.8823529411764706,0.3137254901960784,0.2549019607843137,0.2222222222222222,0.23076923076923078,0.6111111111111112,0.5454545454545454
strict,selection,0,mayo_4class,all,none,mean,none,catboost,mayo_4class|all|none|mean|none|catboost,ok,,201,51,55,0.3483877233877234,0.37254901960784315,0.3712439185055818,0.3524919007677628,0.37600619195046436,0.3642543859649122,0.37254901960784315,0.3483877233877234,,,,,0.9019607843137255,0.39215686274509803,0.23529411764705882,0.2222222222222222,0.3076923076923077,0.5,0.36363636363636365
strict,selection,0,mayo_4class,all,none,mean,none,catboost_balanced,mayo_4class|all|none|mean|none|catboost_balanced,ok,,201,51,55,0.3344988344988345,0.35294117647058826,0.3553510112631935,0.3373128561769535,0.36020761245674743,0.3426470588235294,0.35294117647058826,0.3344988344988345,,,,,0.9411764705882353,0.39215686274509803,0.2549019607843137,0.2222222222222222,0.3076923076923077,0.4444444444444444,0.36363636363636365
strict,selection,0,mayo_4class,all,none,mean,none,balanced_rf,mayo_4class|all|none|mean|none|balanced_rf,ok,,201,51,55,0.4077311577311577,0.4117647058823529,0.41706514864010114,0.40095533498759306,0.43619125972067146,0.4060939060939061,0.4117647058823529,0.4077311577311577,,,,,0.8823529411764706,0.35294117647058826,0.23529411764705882,0.3333333333333333,0.3076923076923077,0.4444444444444444,0.5454545454545454
strict,selection,0,mayo_4class,all,none,mean,none,easy_ensemble,mayo_4class|all|none|mean|none|easy_ensemble,ok,,201,51,55,0.3259518259518259,0.3137254901960784,0.31293386919985383,0.31288819875776397,0.3358543417366947,0.3202380952380952,0.3137254901960784,0.3259518259518259,,,,,1.0392156862745099,0.39215686274509803,0.29411764705882354,0.3333333333333333,0.38461538461538464,0.2222222222222222,0.36363636363636365
strict,selection,0,mayo_4class,all,none,mean,none,stacking,mayo_4class|all|none|mean|none|stacking,ok,,201,51,55,0.354020979020979,0.3333333333333333,0.3197209653092006,0.32740384615384616,0.3769897113550364,0.3554625199362041,0.3333333333333333,0.354020979020979,,,,,1.0196078431372548,0.37254901960784315,0.29411764705882354,0.3333333333333333,0.46153846153846156,0.16666666666666666,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,random_over,rf,mayo_4class|all|none|mean|random_over|rf,ok,,280,51,55,0.34304584304584307,0.37254901960784315,0.3742198633839501,0.34445087076666026,0.37647058823529417,0.34658119658119657,0.37254901960784315,0.34304584304584307,,,,,0.9215686274509803,0.39215686274509803,0.23529411764705882,0.2222222222222222,0.23076923076923078,0.5555555555555556,0.36363636363636365
strict,selection,0,mayo_4class,all,none,mean,random_over,rf_balanced,mayo_4class|all|none|mean|random_over|rf_balanced,ok,,280,51,55,0.4095765345765346,0.43137254901960786,0.4309688581314879,0.40848930481283424,0.4369541934420827,0.4139252291825821,0.43137254901960786,0.4095765345765346,,,,,0.7843137254901961,0.37254901960784315,0.19607843137254902,0.2222222222222222,0.46153846153846156,0.5,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,random_over,extra_trees,mayo_4class|all|none|mean|random_over|extra_trees,ok,,280,51,55,0.432012432012432,0.47058823529411764,0.4629654274982995,0.43047271356094885,0.4597020626432391,0.43262987012987014,0.47058823529411764,0.432012432012432,,,,,0.8235294117647058,0.27450980392156865,0.2549019607843137,0.2222222222222222,0.38461538461538464,0.6666666666666666,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,random_over,catboost,mayo_4class|all|none|mean|random_over|catboost,ok,,280,51,55,0.337995337995338,0.35294117647058826,0.3611162333271867,0.34212817833507486,0.3732843137254902,0.34940025252525253,0.35294117647058826,0.337995337995338,,,,,0.9215686274509803,0.4117647058823529,0.23529411764705882,0.2222222222222222,0.23076923076923078,0.4444444444444444,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,random_over,catboost_balanced,mayo_4class|all|none|mean|random_over|catboost_balanced,ok,,280,51,55,0.337995337995338,0.35294117647058826,0.3611162333271867,0.34212817833507486,0.3732843137254902,0.34940025252525253,0.35294117647058826,0.337995337995338,,,,,0.9215686274509803,0.4117647058823529,0.23529411764705882,0.2222222222222222,0.23076923076923078,0.4444444444444444,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,random_over,balanced_rf,mayo_4class|all|none|mean|random_over|balanced_rf,ok,,280,51,55,0.4373543123543124,0.45098039215686275,0.4596656912084197,0.43886643016252785,0.4853569632981398,0.4543269230769231,0.45098039215686275,0.4373543123543124,,,,,0.7843137254901961,0.35294117647058826,0.19607843137254902,0.3333333333333333,0.46153846153846156,0.5,0.45454545454545453
strict,selection,0,mayo_4class,all,none,mean,random_over,easy_ensemble,mayo_4class|all|none|mean|random_over|easy_ensemble,ok,,280,51,55,0.3035159285159285,0.3137254901960784,0.30270935203550936,0.29297441276650915,0.30245098039215684,0.2947916666666667,0.3137254901960784,0.3035159285159285,,,,,0.8627450980392157,0.5294117647058824,0.1568627450980392,0.1111111111111111,0.46153846153846156,0.2777777777777778,0.36363636363636365
