lane,stage,fold,target_variant,feature_variant,outlier_policy,imputation,synthesis,model,config_key,status,error,n_train,n_test,n_features,balanced_accuracy,accuracy,f1_weighted,f1_macro,precision_weighted,precision_macro,recall_weighted,recall_macro,roc_auc,pr_auc,sensitivity,specificity,ordinal_mae,adjacent_error_rate,distant_error_rate,recall_class_0,recall_class_1,recall_class_2,recall_class_3
strict,final_5x2,2,mayo_4class,drop_gt70_missing,none,gain,none,rf,mayo_4class|drop_gt70_missing|none|gain|none|rf,ok,,126,126,47,0.34681850204948034,0.38095238095238093,0.3704858244194382,0.3468127741189972,0.38277643032311964,0.36672750424448214,0.38095238095238093,0.34681850204948034,,,,,0.9126984126984127,0.36507936507936506,0.25396825396825395,0.13043478260869565,0.28125,0.5681818181818182,0.4074074074074074
strict,final_5x2,2,mayo_4class,drop_gt70_missing,none,gain,none,stacking,mayo_4class|drop_gt70_missing|none|gain|none|stacking,ok,,126,126,47,0.2981833735909823,0.2619047619047619,0.2130963261398044,0.2409714061887975,0.18024657310371597,0.20286357786357784,0.2619047619047619,0.2981833735909823,,,,,1.0873015873015872,0.4603174603174603,0.2777777777777778,0.34782608695652173,0.4375,0.0,0.4074074074074074
strict,final_5x2,2,mayo_4class,all,none,mean,none,stacking,mayo_4class|all|none|mean|none|stacking,ok,,126,126,55,0.38345067523056653,0.3492063492063492,0.3388739049996657,0.348447495709159,0.3872486640343783,0.3748439060939061,0.3492063492063492,0.38345067523056653,,,,,1.007936507936508,0.3412698412698413,0.30952380952380953,0.6521739130434783,0.34375,0.20454545454545456,0.3333333333333333
strict,final_5x2,2,mayo_4class,all,none,mean,tvae,stacking,mayo_4class|all|none|mean|tvae|stacking,ok,,252,126,55,0.3994851138193529,0.3492063492063492,0.2992429800400815,0.3300349262305784,0.5792472833289161,0.5116728509585653,0.3492063492063492,0.3994851138193529,,,,,0.9841269841269841,0.3888888888888889,0.2619047619047619,0.5652173913043478,0.46875,0.045454545454545456,0.5185185185185185
strict,final_5x2,2,mayo_4class,drop_gt70_missing,none,pmm,none,rf,mayo_4class|drop_gt70_missing|none|pmm|none|rf,ok,,126,126,47,0.35436223649538867,0.3968253968253968,0.382319560028818,0.3527687797915092,0.39047264071981586,0.37440560263653483,0.3968253968253968,0.35436223649538867,,,,,0.8492063492063492,0.38095238095238093,0.2222222222222222,0.08695652173913043,0.40625,0.5909090909090909,0.3333333333333333
strict,final_5x2,2,mayo_4class,all,none,mean,none,rf,mayo_4class|all|none|mean|none|rf,ok,,126,126,55,0.3227554073342117,0.36507936507936506,0.3453520123064695,0.3200352286392649,0.35816271758300744,0.3471316425120773,0.36507936507936506,0.3227554073342117,,,,,0.9365079365079365,0.36507936507936506,0.2698412698412698,0.17391304347826086,0.28125,0.6136363636363636,0.2222222222222222
strict,final_5x2,2,mayo_4class,drop_gt70_missing,none,mice,none,stacking,mayo_4class|drop_gt70_missing|none|mice|none|stacking,ok,,126,126,47,0.42838827587468886,0.3968253968253968,0.3884855946021396,0.39703701152592186,0.45622897904681586,0.43120058507273873,0.3968253968253968,0.42838827587468886,,,,,0.9206349206349206,0.3333333333333333,0.2698412698412698,0.5217391304347826,0.46875,0.20454545454545456,0.5185185185185185
strict,final_5x2,2,mayo_4class,drop_gt70_missing,none,mean,none,stacking,mayo_4class|drop_gt70_missing|none|mean|none|stacking,ok,,126,126,47,0.39901391633728583,0.3492063492063492,0.32457095592031415,0.3419904685706335,0.41277593179767097,0.3968816509577379,0.3492063492063492,0.39901391633728583,,,,,1.0476190476190477,0.31746031746031744,0.3333333333333333,0.782608695652174,0.34375,0.13636363636363635,0.3333333333333333
strict,final_5x2,2,mayo_4class,all,none,softimpute,tvae,stacking,mayo_4class|all|none|softimpute|tvae|stacking,ok,,252,126,55,0.29620708900600207,0.25396825396825395,0.231470163823105,0.25557040998217473,0.2766997149737088,0.27951437752134345,0.25396825396825395,0.29620708900600207,,,,,1.1031746031746033,0.4444444444444444,0.30158730158730157,0.5217391304347826,0.1875,0.06818181818181818,0.4074074074074074
strict,final_5x2,2,mayo_4class,drop_gt70_missing,none,pmm,none,stacking,mayo_4class|drop_gt70_missing|none|pmm|none|stacking,ok,,126,126,47,0.35974784072610155,0.31746031746031744,0.2685339223782881,0.29842743853236503,0.28809523809523807,0.29621212121212126,0.31746031746031744,0.35974784072610155,,,,,1.0158730158730158,0.4126984126984127,0.2698412698412698,0.43478260869565216,0.5,0.022727272727272728,0.48148148148148145
strict,final_5x2,2,mayo_4class,all,none,mean,none,catboost,mayo_4class|all|none|mean|none|catboost,ok,,126,126,55,0.3359455057824623,0.36507936507936506,0.3546698451460356,0.3332105092974659,0.3574314574314574,0.3440052700922266,0.36507936507936506,0.3359455057824623,,,,,0.9603174603174603,0.3492063492063492,0.2857142857142857,0.2608695652173913,0.375,0.5227272727272727,0.18518518518518517
strict,final_5x2,3,mayo_4class,drop_gt70_missing,none,pmm,tvae,stacking,mayo_4class|drop_gt70_missing|none|pmm|tvae|stacking,ok,,252,126,47,0.31523944805194803,0.2777777777777778,0.23036976308138432,0.2537853653102039,0.2705551356345007,0.2671093374218374,0.2777777777777778,0.31523944805194803,,,,,1.0634920634920635,0.4523809523809524,0.2698412698412698,0.3181818181818182,0.21875,0.045454545454545456,0.6785714285714286
